دوره زمانی,sc,استخراج نفت,,,,پلایشگاه,,,,,,
,6,29.592,36.766,14.348,3338.554,61.875,34.973,9.864,4039.650,233.699,21.522,100421.158
,7,34.076,32.283,7.174,6116.647,35.870,37.663,13.451,7401.143,428.165,25.109,90182.208
,8,39.456,19.728,15.245,2405.050,59.185,33.179,6.277,2910.111,168.354,21.522,130646.594
,9,80.706,17.935,6.277,2729.669,81.603,12.554,10.761,3302.900,191.077,17.935,85803.438
,10,35.870,38.560,4.484,5277.301,68.152,10.761,8.071,6385.534,369.411,17.935,120419.302
,11,53.804,17.935,6.277,3534.043,26.902,34.076,17.038,4276.192,247.383,26.005,106642.723
,12,82.500,16.141,7.174,3999.450,63.668,12.554,8.967,4839.334,279.961,22.418,123871.742
,13,17.935,18.831,13.451,5157.138,53.804,18.831,15.245,6240.137,361.000,27.799,94651.548
,14,35.870,39.456,15.245,2497.414,29.592,14.348,5.380,3021.871,174.819,28.696,106972.722
,15,59.185,39.456,5.380,4511.487,75.326,40.353,17.038,5458.899,315.804,22.418,124480.627
,16,26.902,34.076,8.071,4157.275,50.217,26.005,6.277,5030.303,291.009,21.522,102049.633
,17,34.076,17.038,14.348,2640.892,61.875,32.283,4.484,3195.480,184.862,18.831,132385.369
,18,86.087,37.663,8.071,2249.018,51.114,10.761,13.451,2721.312,157.431,22.418,120661.422
,19,32.283,18.831,14.348,3179.831,66.359,19.728,11.658,3847.596,222.588,19.728,119510.907
,20,78.016,25.109,15.245,4487.275,25.109,29.592,13.451,5429.603,314.109,17.935,134427.240
,21,35.870,26.902,11.658,2456.164,15.245,20.625,5.380,2971.959,171.931,18.831,109364.322
,22,70.842,8.071,8.967,4739.258,74.429,16.141,6.277,5734.502,331.748,20.625,133248.927
,23,52.908,40.353,15.245,5583.985,73.532,14.348,12.554,6756.622,390.879,21.522,116560.641
,24,17.935,9.864,5.380,2999.587,75.326,22.418,13.451,3629.501,209.971,21.522,100453.440
,25,53.804,35.870,15.245,4571.568,61.875,12.554,8.071,5531.597,320.010,22.418,125988.043
,26,18.831,16.141,8.967,4553.633,40.353,12.554,10.761,5509.896,318.754,23.315,122786.690
,27,81.603,14.348,17.038,2843.555,75.326,40.353,13.451,3440.701,199.049,21.522,104340.798
,28,73.532,29.592,7.174,4879.149,64.565,37.663,4.484,5903.770,341.540,25.109,128535.674
55,1,65.396,24.188,17.021,3816.282,87.792,21.500,12.542,4617.701,267.140,22.396,106541.455
,2,55.542,34.938,8.958,2870.274,73.459,12.542,14.333,3473.032,200.919,32.250,120369.655
,3,81.522,26.875,8.958,3562.759,39.417,25.084,11.646,4310.938,249.393,18.813,130295.571
,4,82.417,40.313,13.438,4464.871,52.855,11.646,15.229,5402.494,312.541,17.021,122880.696
,5,23.292,36.729,5.375,5104.501,32.250,23.292,14.333,6176.446,357.315,19.708,109855.171
,6,29.563,36.729,14.333,3335.215,61.813,34.938,9.854,4035.611,233.465,21.500,100320.737
,7,34.042,32.250,7.167,6110.530,35.834,37.625,13.438,7393.742,427.737,25.084,90092.026
,8,39.417,19.708,15.229,2402.645,59.125,33.146,6.271,2907.201,168.185,21.500,130515.948
,9,80.626,17.917,6.271,2726.940,81.522,12.542,10.750,3299.597,190.886,17.917,85717.635
,10,35.834,38.521,4.479,5272.023,68.084,10.750,8.063,6379.148,369.042,17.917,120298.883
,11,53.750,17.917,6.271,3530.509,26.875,34.042,17.021,4271.916,247.136,25.979,106536.080
,12,82.417,16.125,7.167,3995.450,63.605,12.542,8.958,4834.495,279.682,22.396,123747.870
,13,17.917,18.813,13.438,5151.981,53.750,18.813,15.229,6233.897,360.639,27.771,94556.897
,14,35.834,39.417,15.229,2494.917,29.563,14.333,5.375,3018.849,174.644,28.667,106865.750
,15,59.125,39.417,5.375,4506.975,75.251,40.313,17.021,5453.440,315.488,22.396,124356.146
,16,26.875,34.042,8.063,4153.118,50.167,25.979,6.271,5025.273,290.718,21.500,101947.583
,17,34.042,17.021,14.333,2638.251,61.813,32.250,4.479,3192.284,184.678,18.813,132252.983
,18,86.001,37.625,8.063,2246.769,51.063,10.750,13.438,2718.590,157.274,22.396,120540.760
,19,32.250,18.813,14.333,3176.652,66.292,19.708,11.646,3843.748,222.366,19.708,119391.396
,20,77.938,25.084,15.229,4482.788,25.084,29.563,13.438,5424.173,313.795,17.917,134292.813
,21,35.834,26.875,11.646,2453.708,15.229,20.604,5.375,2968.987,171.760,18.813,109254.957
,22,70.771,8.063,8.958,4734.519,74.355,16.125,6.271,5728.768,331.416,20.604,133115.678
,23,52.855,40.313,15.229,5578.401,73.459,14.333,12.542,6749.865,390.488,21.500,116444.080
,24,17.917,9.854,5.375,2996.588,75.251,22.396,13.438,3625.871,209.761,21.500,100352.987
,25,53.750,35.834,15.229,4566.997,61.813,12.542,8.063,5526.066,319.690,22.396,125862.055
,26,18.813,16.125,8.958,4549.080,40.313,12.542,10.750,5504.387,318.436,23.292,122663.903
,27,81.522,14.333,17.021,2840.711,75.251,40.313,13.438,3437.261,198.850,21.500,104236.457
,28,73.459,29.563,7.167,4874.270,64.501,37.625,4.479,5897.867,341.199,25.084,128407.139
56,1,65.331,24.164,17.004,3812.466,87.705,21.479,12.529,4613.083,266.873,22.374,106434.914
,2,55.487,34.903,8.949,2867.404,73.385,12.529,14.319,3469.559,200.718,32.218,120249.285
,3,81.440,26.848,8.949,3559.196,39.378,25.058,11.634,4306.627,249.144,18.794,130165.275
,4,82.335,40.273,13.424,4460.406,52.802,11.634,15.214,5397.091,312.228,17.004,122757.816
,5,23.269,36.693,5.370,5099.397,32.218,23.269,14.319,6170.270,356.958,19.689,109745.315
,6,29.533,36.693,14.319,3331.880,61.751,34.903,9.844,4031.575,233.232,21.479,100220.416
,7,34.008,32.218,7.160,6104.420,35.798,37.588,13.424,7386.348,427.309,25.058,90001.934
,8,39.378,19.689,15.214,2400.242,59.066,33.113,6.265,2904.293,168.017,21.479,130385.432
,9,80.545,17.899,6.265,2724.213,81.440,12.529,10.739,3296.297,190.695,17.899,85631.917
,10,35.798,38.483,4.475,5266.751,68.016,10.739,8.055,6372.769,368.673,17.899,120178.584
,11,53.697,17.899,6.265,3526.978,26.848,34.008,17.004,4267.644,246.888,25.953,106429.544
,12,82.335,16.109,7.160,3991.455,63.541,12.529,8.949,4829.660,279.402,22.374,123624.122
,13,17.899,18.794,13.424,5146.829,53.697,18.794,15.214,6227.663,360.278,27.743,94462.340
,14,35.798,39.378,15.214,2492.422,29.533,14.319,5.370,3015.830,174.470,28.638,106758.884
,15,59.066,39.378,5.370,4502.468,75.175,40.273,17.004,5447.987,315.173,22.374,124231.790
,16,26.848,34.008,8.055,4148.965,50.117,25.953,6.265,5020.248,290.428,21.479,101845.636
,17,34.008,17.004,14.319,2635.613,61.751,32.218,4.475,3189.092,184.493,18.794,132120.730
,18,85.915,37.588,8.055,2244.522,51.012,10.739,13.424,2715.872,157.117,22.374,120420.219
,19,32.218,18.794,14.319,3173.475,66.226,19.689,11.634,3839.905,222.143,19.689,119272.005
,20,77.860,25.058,15.214,4478.305,25.058,29.533,13.424,5418.749,313.481,17.899,134158.520
,21,35.798,26.848,11.634,2451.254,15.214,20.584,5.370,2966.018,171.588,18.794,109145.702
,22,70.701,8.055,8.949,4729.784,74.280,16.109,6.265,5723.039,331.085,20.584,132982.562
,23,52.802,40.273,15.214,5572.823,73.385,14.319,12.529,6743.115,390.098,21.479,116327.636
,24,17.899,9.844,5.370,2993.591,75.175,22.374,13.424,3622.245,209.551,21.479,100252.634
,25,53.697,35.798,15.214,4562.430,61.751,12.529,8.055,5520.540,319.370,22.374,125736.193
,26,18.794,16.109,8.949,4544.531,40.273,12.529,10.739,5498.882,318.117,23.269,122541.239
,27,81.440,14.319,17.004,2837.871,75.175,40.273,13.424,3433.823,198.651,21.479,104132.220
,28,73.385,29.533,7.160,4869.396,64.436,37.588,4.475,5891.969,340.858,25.058,128278.731
57,1,65.266,24.139,16.987,3808.653,87.617,21.457,12.517,4608.470,266.606,22.351,106328.479
,2,55.431,34.868,8.941,2864.536,73.312,12.517,14.305,3466.089,200.518,32.186,120129.036
,3,81.359,26.822,8.941,3555.637,39.338,25.033,11.623,4302.321,248.895,18.775,130035.110
,4,82.253,40.232,13.411,4455.945,52.749,11.623,15.199,5391.694,311.916,16.987,122635.058
,5,23.245,36.656,5.364,5094.297,32.186,23.245,14.305,6164.100,356.601,19.669,109635.570
,6,29.504,36.656,14.305,3328.548,61.689,34.868,9.835,4027.544,232.998,21.457,100120.195
,7,33.974,32.186,7.152,6098.315,35.762,37.550,13.411,7378.962,426.882,25.033,89911.932
,8,39.338,19.669,15.199,2397.842,59.007,33.080,6.258,2901.389,167.849,21.457,130255.047
,9,80.465,17.881,6.258,2721.488,81.359,12.517,10.729,3293.001,190.504,17.881,85546.285
,10,35.762,38.444,4.470,5261.485,67.948,10.729,8.046,6366.396,368.304,17.881,120058.406
,11,53.643,17.881,6.258,3523.451,26.822,33.974,16.987,4263.376,246.642,25.927,106323.115
,12,82.253,16.093,7.152,3987.463,63.478,12.517,8.941,4824.831,279.122,22.351,123500.498
,13,17.881,18.775,13.411,5141.682,53.643,18.775,15.199,6221.435,359.918,27.716,94367.877
,14,35.762,39.338,15.199,2489.929,29.504,14.305,5.364,3012.815,174.295,28.610,106652.125
,15,59.007,39.338,5.364,4497.966,75.100,40.232,16.987,5442.539,314.858,22.351,124107.558
,16,26.822,33.974,8.046,4144.816,50.067,25.927,6.258,5015.227,290.137,21.457,101743.790
,17,33.974,16.987,14.305,2632.977,61.689,32.186,4.470,3185.903,184.308,18.775,131988.610
,18,85.829,37.550,8.046,2242.278,50.961,10.729,13.411,2713.156,156.959,22.351,120299.799
,19,32.186,18.775,14.305,3170.301,66.160,19.669,11.623,3836.065,221.921,19.669,119152.733
,20,77.782,25.033,15.199,4473.826,25.033,29.504,13.411,5413.330,313.168,17.881,134024.362
,21,35.762,26.822,11.623,2448.803,15.199,20.563,5.364,2963.052,171.416,18.775,109036.557
,22,70.630,8.046,8.941,4725.055,74.206,16.093,6.258,5717.316,330.754,20.563,132849.580
,23,52.749,40.232,15.199,5567.250,73.312,14.305,12.517,6736.372,389.707,21.457,116211.308
,24,17.881,9.835,5.364,2990.597,75.100,22.351,13.411,3618.623,209.342,21.457,100152.381
,25,53.643,35.762,15.199,4557.867,61.689,12.517,8.046,5515.019,319.051,22.351,125610.456
,26,18.775,16.093,8.941,4539.986,40.232,12.517,10.729,5493.383,317.799,23.245,122418.698
,27,81.359,14.305,16.987,2835.033,75.100,40.232,13.411,3430.390,198.452,21.457,104028.088
,28,73.312,29.504,7.152,4864.526,64.372,37.550,4.470,5886.077,340.517,25.033,128150.453
58,1,65.200,24.115,16.970,3804.845,87.529,21.436,12.504,4603.862,266.339,22.329,106222.150
,2,55.376,34.833,8.932,2861.672,73.239,12.504,14.290,3462.623,200.317,32.154,120008.907
,3,81.277,26.795,8.932,3552.081,39.299,25.008,11.611,4298.019,248.646,18.756,129905.075
,4,82.170,40.192,13.397,4451.490,52.696,11.611,15.184,5386.302,311.604,16.970,122512.423
,5,23.222,36.619,5.359,5089.203,32.154,23.222,14.290,6157.936,356.244,19.649,109525.935
,6,29.474,36.619,14.290,3325.220,61.628,34.833,9.825,4023.516,232.765,21.436,100020.075
,7,33.940,32.154,7.145,6092.217,35.726,37.513,13.397,7371.583,426.455,25.008,89822.020
,8,39.299,19.649,15.184,2395.444,58.948,33.047,6.252,2898.488,167.681,21.436,130124.791
,9,80.384,17.863,6.252,2718.767,81.277,12.504,10.718,3289.708,190.314,17.863,85460.739
,10,35.726,38.406,4.466,5256.223,67.880,10.718,8.038,6360.030,367.936,17.863,119938.347
,11,53.589,17.863,6.252,3519.928,26.795,33.940,16.970,4259.113,246.395,25.902,106216.792
,12,82.170,16.077,7.145,3983.476,63.414,12.504,8.932,4820.006,278.843,22.329,123376.998
,13,17.863,18.756,13.397,5136.540,53.589,18.756,15.184,6215.214,359.558,27.688,94273.509
,14,35.726,39.299,15.184,2487.439,29.474,14.290,5.359,3009.802,174.121,28.581,106545.473
,15,58.948,39.299,5.359,4493.468,75.025,40.192,16.970,5437.096,314.543,22.329,123983.451
,16,26.795,33.940,8.038,4140.671,50.017,25.902,6.252,5010.212,289.847,21.436,101642.046
,17,33.940,16.970,14.290,2630.344,61.628,32.154,4.466,3182.717,184.124,18.756,131856.621
,18,85.743,37.513,8.038,2240.035,50.910,10.718,13.397,2710.443,156.802,22.329,120179.499
,19,32.154,18.756,14.290,3167.131,66.094,19.649,11.611,3832.229,221.699,19.649,119033.580
,20,77.705,25.008,15.184,4469.353,25.008,29.474,13.397,5407.917,312.855,17.863,133890.337
,21,35.726,26.795,11.611,2446.354,15.184,20.543,5.359,2960.089,171.245,18.756,108927.520
,22,70.559,8.038,8.932,4720.329,74.132,16.077,6.252,5711.599,330.423,20.543,132716.730
,23,52.696,40.192,15.184,5561.682,73.239,14.290,12.504,6729.636,389.318,21.436,116095.097
,24,17.863,9.825,5.359,2987.607,75.025,22.329,13.397,3615.004,209.132,21.436,100052.229
,25,53.589,35.726,15.184,4553.309,61.628,12.504,8.038,5509.504,318.732,22.329,125484.846
,26,18.756,16.077,8.932,4535.446,40.192,12.504,10.718,5487.890,317.481,23.222,122296.279
,27,81.277,14.290,16.970,2832.198,75.025,40.192,13.397,3426.959,198.254,21.436,103924.060
,28,73.239,29.474,7.145,4859.662,64.307,37.513,4.466,5880.191,340.176,25.008,128022.302
59,1,65.135,24.091,16.953,3801.040,87.442,21.414,12.492,4599.258,266.073,22.307,106115.928
,2,55.320,34.798,8.923,2858.810,73.166,12.492,14.276,3459.160,200.117,32.121,119888.898
,3,81.196,26.768,8.923,3548.529,39.260,24.983,11.599,4293.721,248.397,18.738,129775.170
,4,82.088,40.152,13.384,4447.038,52.644,11.599,15.168,5380.916,311.293,16.953,122389.910
,5,23.199,36.583,5.354,5084.114,32.121,23.199,14.276,6151.778,355.888,19.630,109416.409
,6,29.445,36.583,14.276,3321.895,61.566,34.798,9.815,4019.492,232.533,21.414,99920.055
,7,33.906,32.121,7.138,6086.125,35.691,37.475,13.384,7364.211,426.029,24.983,89732.198
,8,39.260,19.630,15.168,2393.049,58.889,33.014,6.246,2895.589,167.513,21.414,129994.667
,9,80.304,17.845,6.246,2716.048,81.196,12.492,10.707,3286.418,190.123,17.845,85375.278
,10,35.691,38.367,4.461,5250.967,67.812,10.707,8.030,6353.670,367.568,17.845,119818.409
,11,53.536,17.845,6.246,3516.408,26.768,33.906,16.953,4254.854,246.149,25.876,106110.575
,12,82.088,16.061,7.138,3979.492,63.351,12.492,8.923,4815.186,278.564,22.307,123253.621
,13,17.845,18.738,13.384,5131.404,53.536,18.738,15.168,6208.998,359.198,27.660,94179.236
,14,35.691,39.260,15.168,2484.952,29.445,14.276,5.354,3006.792,173.947,28.552,106438.927
,15,58.889,39.260,5.354,4488.974,74.950,40.152,16.953,5431.659,314.228,22.307,123859.467
,16,26.768,33.906,8.030,4136.531,49.967,25.876,6.246,5005.202,289.557,21.414,101540.404
,17,33.906,16.953,14.276,2627.714,61.566,32.121,4.461,3179.534,183.940,18.738,131724.764
,18,85.657,37.475,8.030,2237.795,50.859,10.707,13.384,2707.732,156.646,22.307,120059.320
,19,32.121,18.738,14.276,3163.964,66.027,19.630,11.599,3828.397,221.477,19.630,118914.547
,20,77.627,24.983,15.168,4464.883,24.983,29.445,13.384,5402.509,312.542,17.845,133756.447
,21,35.691,26.768,11.599,2443.908,15.168,20.522,5.354,2957.129,171.074,18.738,108818.592
,22,70.489,8.030,8.923,4715.609,74.058,16.061,6.246,5705.887,330.093,20.522,132584.013
,23,52.644,40.152,15.168,5556.121,73.166,14.276,12.492,6722.906,388.928,21.414,115979.002
,24,17.845,9.815,5.354,2984.619,74.950,22.307,13.384,3611.389,208.923,21.414,99952.177
,25,53.536,35.691,15.168,4548.756,61.566,12.492,8.030,5503.995,318.413,22.307,125359.361
,26,18.738,16.061,8.923,4530.911,40.152,12.492,10.707,5482.402,317.164,23.199,122173.983
,27,81.196,14.276,16.953,2829.365,74.950,40.152,13.384,3423.532,198.056,21.414,103820.136
,28,73.166,29.445,7.138,4854.802,64.243,37.475,4.461,5874.311,339.836,24.983,127894.280
60,1,65.070,24.067,16.936,3797.239,87.354,21.393,12.479,4594.659,265.807,22.284,106009.812
,2,55.265,34.763,8.914,2855.951,73.092,12.479,14.262,3455.701,199.917,32.089,119769.009
,3,81.115,26.741,8.914,3544.981,39.220,24.958,11.588,4289.427,248.149,18.719,129645.395
,4,82.006,40.112,13.371,4442.591,52.591,11.588,15.153,5375.535,310.981,16.936,122267.521
,5,23.176,36.546,5.348,5079.030,32.089,23.176,14.262,6145.626,355.532,19.610,109306.992
,6,29.415,36.546,14.262,3318.573,61.505,34.763,9.805,4015.473,232.300,21.393,99820.135
,7,33.872,32.089,7.131,6080.039,35.655,37.438,13.371,7356.847,425.603,24.958,89642.466
,8,39.220,19.610,15.153,2390.656,58.830,32.981,6.240,2892.694,167.346,21.393,129864.672
,9,80.223,17.827,6.240,2713.332,81.115,12.479,10.696,3283.132,189.933,17.827,85289.903
,10,35.655,38.329,4.457,5245.716,67.744,10.696,8.022,6347.316,367.200,17.827,119698.590
,11,53.482,17.827,6.240,3512.891,26.741,33.872,16.936,4250.599,245.902,25.850,106004.464
,12,82.006,16.045,7.131,3975.513,63.287,12.479,8.914,4810.371,278.286,22.284,123130.367
,13,17.827,18.719,13.371,5126.272,53.482,18.719,15.153,6202.789,358.839,27.632,94085.057
,14,35.655,39.220,15.153,2482.467,29.415,14.262,5.348,3003.785,173.773,28.524,106332.489
,15,58.830,39.220,5.348,4484.485,74.875,40.112,16.936,5426.227,313.914,22.284,123735.608
,16,26.741,33.872,8.022,4132.394,49.917,25.850,6.240,5000.197,289.268,21.393,101438.864
,17,33.872,16.936,14.262,2625.086,61.505,32.089,4.457,3176.355,183.756,18.719,131593.040
,18,85.572,37.438,8.022,2235.557,50.808,10.696,13.371,2705.024,156.489,22.284,119939.261
,19,32.089,18.719,14.262,3160.800,65.961,19.610,11.588,3824.568,221.256,19.610,118795.632
,20,77.549,24.958,15.153,4460.418,24.958,29.415,13.371,5397.106,312.229,17.827,133622.690
,21,35.655,26.741,11.588,2441.464,15.153,20.502,5.348,2954.171,170.902,18.719,108709.774
,22,70.418,8.022,8.914,4710.894,73.984,16.045,6.240,5700.181,329.763,20.502,132451.429
,23,52.591,40.112,15.153,5550.565,73.092,14.262,12.479,6716.183,388.540,21.393,115863.023
,24,17.827,9.805,5.348,2981.635,74.875,22.284,13.371,3607.778,208.714,21.393,99852.224
,25,53.482,35.655,15.153,4544.207,61.505,12.479,8.022,5498.491,318.095,22.284,125234.002
,26,18.719,16.045,8.914,4526.380,40.112,12.479,10.696,5476.920,316.847,23.176,122051.809
,27,81.115,14.262,16.936,2826.536,74.875,40.112,13.371,3420.109,197.858,21.393,103716.316
,28,73.092,29.415,7.131,4849.947,64.179,37.438,4.457,5868.436,339.496,24.958,127766.386
61,1,65.005,24.043,16.919,3793.441,87.267,21.372,12.467,4590.064,265.541,22.262,105903.803
,2,55.210,34.729,8.905,2853.095,73.019,12.467,14.248,3452.245,199.717,32.057,119649.240
,3,81.034,26.714,8.905,3541.436,39.181,24.933,11.576,4285.137,247.901,18.700,129515.749
,4,81.924,40.072,13.357,4438.148,52.538,11.576,15.138,5370.160,310.670,16.919,122145.253
,5,23.152,36.510,5.343,5073.951,32.057,23.152,14.248,6139.480,355.177,19.591,109197.685
,6,29.386,36.510,14.248,3315.254,61.443,34.729,9.795,4011.457,232.068,21.372,99720.315
,7,33.838,32.057,7.124,6073.959,35.619,37.400,13.357,7349.490,425.177,24.933,89552.823
,8,39.181,19.591,15.138,2388.265,58.772,32.948,6.233,2889.801,167.179,21.372,129734.807
,9,80.143,17.810,6.233,2710.619,81.034,12.467,10.686,3279.849,189.743,17.810,85204.613
,10,35.619,38.291,4.452,5240.470,67.676,10.686,8.014,6340.969,366.833,17.810,119578.892
,11,53.429,17.810,6.233,3509.379,26.714,33.838,16.919,4246.348,245.657,25.824,105898.460
,12,81.924,16.029,7.124,3971.537,63.224,12.467,8.905,4805.560,278.008,22.262,123007.237
,13,17.810,18.700,13.357,5121.146,53.429,18.700,15.138,6196.587,358.480,27.605,93990.972
,14,35.619,39.181,15.138,2479.985,29.386,14.248,5.343,3000.781,173.599,28.495,106226.156
,15,58.772,39.181,5.343,4480.001,74.800,40.072,16.919,5420.801,313.600,22.262,123611.872
,16,26.714,33.838,8.014,4128.262,49.867,25.824,6.233,4995.197,288.978,21.372,101337.425
,17,33.838,16.919,14.248,2622.461,61.443,32.057,4.452,3173.178,183.572,18.700,131461.447
,18,85.486,37.400,8.014,2233.322,50.757,10.686,13.357,2702.319,156.333,22.262,119819.321
,19,32.057,18.700,14.248,3157.639,65.895,19.591,11.576,3820.744,221.035,19.591,118676.836
,20,77.472,24.933,15.138,4455.958,24.933,29.386,13.357,5391.709,311.917,17.810,133489.068
,21,35.619,26.714,11.576,2439.023,15.138,20.481,5.343,2951.217,170.732,18.700,108601.064
,22,70.348,8.014,8.905,4706.183,73.910,16.029,6.233,5694.481,329.433,20.481,132318.978
,23,52.538,40.072,15.138,5545.014,73.019,14.248,12.467,6709.467,388.151,21.372,115747.160
,24,17.810,9.795,5.343,2978.653,74.800,22.262,13.357,3604.170,208.506,21.372,99752.372
,25,53.429,35.619,15.138,4539.663,61.443,12.467,8.014,5492.992,317.776,22.262,125108.768
,26,18.700,16.029,8.905,4521.853,40.072,12.467,10.686,5471.443,316.530,23.152,121929.757
,27,81.034,14.248,16.919,2823.710,74.800,40.072,13.357,3416.689,197.660,21.372,103612.600
,28,73.019,29.386,7.124,4845.097,64.115,37.400,4.452,5862.568,339.157,24.933,127638.619
62,1,64.940,24.019,16.902,3789.648,87.180,21.350,12.454,4585.474,265.275,22.240,105797.899
,2,55.155,34.694,8.896,2850.242,72.946,12.454,14.233,3448.793,199.517,32.025,119529.591
,3,80.953,26.688,8.896,3537.894,39.142,24.908,11.565,4280.852,247.653,18.681,129386.234
,4,81.842,40.031,13.344,4433.710,52.486,11.565,15.123,5364.789,310.360,16.902,122023.108
,5,23.129,36.473,5.338,5068.877,32.025,23.129,14.233,6133.341,354.821,19.571,109088.488
